trading_date,day_session_minute_coverage,h1_pairs,h1_accuracy_denominator,h1_correct,h1_signal_payoff_sum,h1_daily_mean_signal_payoff,h1_zero_predecessor_count,h1_zero_target_count,h2_nonoverlap_10m_blocks,h2_pairs,h2_accuracy_denominator,h2_correct,h2_signal_payoff_sum,h2_daily_mean_signal_payoff,h2_zero_predecessor_count,h2_zero_target_count,source_file_sha256,transform_version
2014-06-20,1.0,218,127,49,-0.01007018606999073,-4.619351408252629e-05,155,91,37,36,36,17,-0.002272769964606582,-6.313249901684951e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-23,1.0,220,138,52,-0.015603783222143744,-7.092628737338066e-05,153,82,37,36,36,26,0.008782775185928644,0.00024396597738690677,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-24,1.0,207,116,38,-0.014359134887784756,-6.936780139026452e-05,166,91,37,36,36,25,0.004583343079872269,0.00012731508555200745,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-25,1.0,188,109,45,-0.009487880158026556,-5.046744764907742e-05,185,79,37,36,36,23,0.008169779343879958,0.0002269383151077766,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-26,1.0,202,123,42,-0.019595263946342444,-9.70062571601111e-05,171,79,37,35,34,19,0.00261395268949533,7.468436255700943e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-27,1.0,207,118,58,0.0066591418232931745,3.216976726228587e-05,166,89,37,36,36,17,-0.005613679380366493,-0.0001559355383435137,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-06-30,1.0,215,122,50,-0.012909276203470783,-6.004314513242224e-05,158,93,37,36,36,20,0.0006521884511590943,1.8116345865530396e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-01,1.0,201,113,40,-0.009745517583985334,-4.8485162109379774e-05,172,88,37,36,36,22,0.010141492136581833,0.0002817081149050509,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-02,1.0,203,115,35,-0.014613731748947237,-7.198882634949379e-05,170,88,37,36,36,22,0.00454493297124117,0.0001262481380900325,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-03,1.0,179,90,20,-0.01627860083531144,-9.094190410788514e-05,194,89,37,36,36,20,0.0029345091196984053,8.151414221384459e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-04,1.0,183,100,24,-0.018770669021668015,-0.00010257196186703833,190,83,37,36,36,21,0.0051797761355073645,0.00014388267043076013,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-07,1.0,213,131,25,-0.027862681493529086,-0.00013081071123722575,160,82,37,36,36,18,0.000969451475701005,2.692920765836125e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-08,1.0,204,113,52,-0.0022752334456183224,-1.1153105125580012e-05,169,91,37,36,36,19,0.001965397266060413,5.459436850167814e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-09,1.0,220,132,47,-0.012455599493477841,-5.661636133399019e-05,153,88,37,36,36,21,0.00393657520404624,0.00010934931122350667,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-10,1.0,231,151,52,-0.01670175394927105,-7.230196514835952e-05,142,80,37,36,36,17,0.0013081445754992089,3.633734931942247e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-11,1.0,221,132,48,-0.008560202548966729,-3.8733948185369816e-05,152,89,37,36,36,20,0.0013280821484781809,3.689117079106058e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-14,1.0,191,112,29,-0.019021928918553255,-9.959125088247777e-05,182,79,37,35,34,24,0.01050061939114193,0.00030001769688976944,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-15,1.0,198,107,35,-0.00875472955985893,-4.421580585787338e-05,175,91,37,36,36,15,-0.005839103895970452,-0.00016219733044362368,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-16,1.0,182,94,26,-0.01559254679162226,-8.567333401990252e-05,191,88,37,35,34,19,0.0032506590973536823,9.287597421010521e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-17,1.0,188,106,37,-0.010064592823259685,-5.3535068208828114e-05,185,82,37,35,34,17,0.002925082121902096,8.357377491148846e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-18,1.0,198,116,38,-0.014498310717178137,-7.322379150089968e-05,175,82,37,36,36,25,0.006255054700233399,0.00017375151945092776,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-22,1.0,183,94,30,-0.01074684069240346,-5.8725905422969724e-05,190,89,37,36,36,22,0.003587382912802861,9.964952535563503e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-23,1.0,159,65,17,-0.009777190396307922,-6.149176349879196e-05,214,94,37,36,36,20,0.004233627006526339,0.00011760075018128719,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-24,1.0,182,101,28,-0.01898262879402955,-0.00010430015820895356,191,81,37,36,36,22,0.002606021224411995,7.238947845588875e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-25,1.0,159,80,20,-0.014952116260763045,-9.403846704882419e-05,214,79,37,35,34,19,0.001951763941421149,5.5764684040604253e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-28,1.0,192,104,31,-0.01580275327317525,-8.230600663112109e-05,181,88,37,36,36,23,0.0028985995145456955,8.051665318182487e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-29,1.0,186,104,29,-0.01570263454305906,-8.442276636053258e-05,187,82,37,36,36,24,0.0054427221335456005,0.00015118672593182223,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-30,1.0,157,63,15,-0.013035841775162484,-8.303083933224511e-05,216,94,37,35,34,16,-0.0006428587249664856,-1.836739214189959e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-07-31,1.0,173,93,34,-0.008597113320659072,-4.969429665120851e-05,200,80,37,36,36,22,0.0057164509056664686,0.00015879030293517967,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-01,1.0,196,108,32,-0.017422250475040098,-8.888903303591887e-05,177,88,37,36,36,22,0.005466822945309484,0.00015185619292526346,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-04,1.0,200,116,35,-0.017097279131653462,-8.548639565826731e-05,173,84,37,35,34,18,0.0009655149350537058,2.758614100153445e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-05,1.0,213,130,45,-0.013245220307133446,-6.218413289734012e-05,160,83,37,36,36,13,-0.0074518055852310135,-0.00020699459958975039,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-06,1.0,226,137,42,-0.029336479946746815,-0.00012980743339268503,147,89,37,36,36,18,0.0004646394854025984,1.29066523722944e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-07,1.0,234,151,68,0.0027381348117783383,1.1701430819565547e-05,139,83,37,36,36,16,-0.005274393164038703,-0.0001465109212232973,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-08,1.0,278,211,99,-0.004282088586226789,-1.5403196353333774e-05,95,67,37,36,36,20,0.0026517569358817427,7.365991488560397e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-11,1.0,238,152,56,-0.013257635291491657,-5.570434996425066e-05,135,86,37,36,36,21,-0.0026786281942532417,-7.440633872925671e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-12,1.0,206,116,43,-0.009559410355031295,-4.6404904636074246e-05,167,90,37,36,36,17,-0.006593164279116218,-0.00018314345219767273,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-13,1.0,200,108,37,-0.013498702290523901,-6.749351145261951e-05,173,92,37,36,36,22,0.0049368484323405746,0.00013713467867612706,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-14,1.0,201,115,32,-0.02155328102752772,-0.00010723025386829711,172,86,37,36,36,20,0.0022847549471138066,6.346541519760574e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-15,1.0,158,76,15,-0.017975629886408696,-0.00011376980940764998,215,82,37,36,36,23,0.0032691492936857843,9.08097026023829e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-18,1.0,180,92,21,-0.019907505266895175,-0.00011059725148275098,193,88,37,36,36,17,0.0013052697625644855,3.625749340456904e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-19,1.0,175,85,19,-0.016502083522650306,-9.429762012943032e-05,198,90,37,36,36,19,0.007119324044129676,0.00019775900122582433,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-20,1.0,180,87,26,-0.015201311816643423,-8.445173231468568e-05,193,93,37,36,36,17,0.004852014774988988,0.00013477818819413855,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-21,1.0,186,92,19,-0.02216901916442536,-0.0001191882750775557,187,94,37,36,36,27,0.011880852425467683,0.0003300236784852134,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-22,1.0,172,77,20,-0.017651578318173367,-0.00010262545533821725,201,95,37,36,36,15,-0.0009639615053682819,-2.6776708482452273e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-25,1.0,183,97,24,-0.018281538248660047,-9.989911611289644e-05,190,86,37,36,36,21,0.006099168930519653,0.00016942135918110148,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-26,1.0,190,95,24,-0.01736596793494286,-9.139983123654136e-05,183,95,37,36,36,19,0.0009744065841619151,2.7066849560053194e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-27,1.0,208,128,36,-0.02254601973949988,-0.0001083943256706725,165,80,37,36,36,23,4.787075298687336e-06,1.3297431385242601e-07,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-28,1.0,189,100,28,-0.016824608094696516,-8.901909044812971e-05,184,89,37,36,36,19,0.002912046242711142,8.089017340864284e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-08-29,1.0,190,111,33,-0.016880419332717223,-8.884431227745906e-05,183,79,37,36,36,20,0.0035682232028173364,9.911731118937046e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-01,1.0,161,83,13,-0.019723785933386608,-0.00012250798716389197,212,78,37,35,34,16,0.0035563659143583093,0.00010161045469595169,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-02,1.0,198,113,31,-0.021677347430421053,-0.0001094815526788942,175,85,37,36,36,17,-0.003830221597313893,-0.00010639504436983036,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-03,1.0,191,102,36,-0.012660029226261481,-6.628287553016482e-05,182,89,37,36,36,16,-0.0031874673743802076,-8.854076039945021e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-04,1.0,202,117,47,-0.009873789360248828,-4.8880145347766476e-05,171,85,37,36,36,24,0.005420966614771038,0.00015058240596586218,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-05,1.0,212,131,47,-0.01654800206598848,-7.805661351881359e-05,161,81,37,36,36,18,-0.0044564875179573795,-0.00012379131994326055,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-08,1.0,181,89,27,-0.01625336960768508,-8.979762214190652e-05,192,92,37,36,36,24,0.006054965747400993,0.00016819349298336091,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-09,1.0,190,104,26,-0.017121328452342693,-9.011225501232996e-05,183,86,37,36,36,20,-0.0015892627201636996,-4.414618667121388e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-10,1.0,195,110,29,-0.020990926975541436,-0.00010764577936175095,178,85,37,36,36,19,0.006685893934588972,0.0001857192759608048,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-11,1.0,201,114,26,-0.020778800223041752,-0.00010337711553752116,172,87,37,36,36,21,0.001888673639178508,5.2463156643847445e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-12,1.0,199,104,34,-0.011018037406700092,-5.536702214422156e-05,174,95,37,36,36,17,-0.0025195887987288874,-6.99885777424691e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-16,1.0,187,104,28,-0.0237097632394193,-0.00012679017775090533,186,83,37,35,34,16,0.0003154057139386588,9.011591826818822e-06,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-17,1.0,187,101,25,-0.018930464965438012,-0.00010123243297025674,186,86,37,35,34,19,0.0069444548058740525,0.00019841299445354436,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-18,1.0,175,88,22,-0.015645488392980418,-8.940279081703096e-05,198,87,37,36,36,24,0.0065742224720225124,0.00018261729088951423,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-19,1.0,204,111,46,-0.00803696289701038,-3.939687694612932e-05,169,93,37,36,36,19,-0.002783936624787465,-7.733157291076292e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-22,1.0,186,90,30,-0.01239957601341596,-6.666438716890301e-05,187,96,37,36,36,17,-0.0024733222483508434,-6.870339578752342e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-24,1.0,218,130,43,-0.014923764471746148,-6.845763519149609e-05,155,88,37,36,36,18,-0.0027961439575682917,-7.76706654880081e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-25,1.0,168,77,22,-0.010144627687429852,-6.038468861565388e-05,205,91,37,36,36,15,-0.002766346830902533,-7.684296752507035e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-26,1.0,210,116,37,-0.012341619579997617,-5.8769617047607704e-05,163,94,37,36,36,16,-0.0021616858771742148,-6.004682992150596e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-29,1.0,194,115,44,-0.011640942224594712,-6.00048568278078e-05,179,79,37,35,34,21,0.0012264309500935437,3.5040884288386964e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-09-30,1.0,217,133,57,-0.006498257785595992,-2.9945888412884758e-05,156,84,37,36,36,23,0.004338869599315572,0.00012052415553654367,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-01,1.0,212,135,53,-0.011452218398800893,-5.401989810755139e-05,161,77,37,36,36,17,-0.0009273020293095308,-2.575838970304252e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-02,1.0,238,155,78,0.007950263190855317,3.3404467188467716e-05,135,83,37,36,36,15,0.0009238078067951938,2.566132796653316e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-03,1.0,260,180,85,-0.0006715403877340619,-2.582847645131007e-06,113,80,37,36,36,18,-0.008291834581920447,-0.00023032873838667908,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-06,1.0,222,132,54,-0.007218630026656946,-3.2516351471427685e-05,151,90,37,36,36,21,0.005015443045829467,0.00013931786238415185,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-07,1.0,217,134,53,-0.009439432335676474,-4.349968818284089e-05,156,83,37,36,36,22,0.003765297904996123,0.00010459160847211453,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-08,1.0,243,175,68,-0.015721254371988312,-6.469652004933462e-05,130,68,37,36,36,25,0.016687168496121608,0.0004635324582256002,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-09,1.0,261,179,75,-0.00976047707016122,-3.739646387034951e-05,112,82,37,36,36,18,-0.003226754830702743,-8.963207863063175e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-10,1.0,244,164,69,-0.002943545797877859,-1.2063712286384667e-05,129,80,37,36,36,17,-0.007514694123210545,-0.00020874150342251513,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-14,1.0,246,165,67,-0.021620137103590155,-8.788673619345592e-05,127,81,37,36,36,16,-0.004624725712469015,-0.0001284646031241393,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-15,1.0,259,182,77,-0.010031879284406691,-3.873312465021889e-05,114,77,37,36,36,18,0.009666137126274395,0.00026850380906317763,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-16,1.0,264,184,68,-0.023061776825804396,-8.735521524925907e-05,109,80,37,36,36,14,-0.0030512356799448533,-8.475654666513482e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-17,1.0,276,207,99,-0.0017576488778093117,-6.368293035540985e-06,97,69,37,36,36,28,0.025609340627390835,0.0007113705729830787,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-20,1.0,220,134,52,-0.01132650996344343,-5.1484136197470135e-05,153,86,37,36,36,16,0.003978896539027943,0.0001105249038618873,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-21,1.0,257,181,73,-0.02517403792237631,-9.795345495088059e-05,116,76,37,36,36,22,0.013391497540973778,0.00037198604280482716,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-22,1.0,249,167,69,-0.010598907101885055,-4.256589197544199e-05,124,82,37,36,36,21,0.0066096512213576035,0.00018360142281548898,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-23,1.0,244,163,70,-0.0062875264509212455,-2.576855102836576e-05,129,81,37,36,36,25,0.0023370127578466395,6.491702105129554e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-24,1.0,235,153,56,-0.02421043348355018,-0.00010302312120659651,138,82,37,36,36,13,-0.011438002034839918,-0.00031772227874555327,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-27,1.0,200,121,45,-0.014313730397808288,-7.156865198904144e-05,173,79,37,35,34,18,-0.0006539010627963663,-1.8682887508467608e-05,1,1,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-28,1.0,210,121,42,-0.016645565616682442,-7.92645981746783e-05,163,89,37,36,36,19,-0.0029541108692285032,-8.205863525634731e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-29,1.0,224,135,39,-0.02478583979850628,-0.00011065107052904588,149,89,37,36,36,19,0.006786274043870111,0.0001885076123297253,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-30,1.0,205,121,36,-0.019149149845210753,-9.341048704980855e-05,168,84,37,36,36,23,0.002231483231859755,6.198564532943764e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-10-31,1.0,253,184,81,0.02307788250943771,9.121692691477356e-05,120,69,37,36,36,18,-0.0015662853026644158,-4.350792507401155e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-04,1.0,275,202,102,0.0032146779502134804,1.1689738000776292e-05,98,73,37,36,36,18,-0.0159200377456392,-0.00044222327071220005,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-05,1.0,270,201,87,-0.009830891695650313,-3.641070998389005e-05,103,69,37,36,36,19,-0.0035347923897750036,-9.81886774937501e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-06,1.0,278,214,90,-0.01844930245418063,-6.636439731719652e-05,95,64,37,36,36,23,0.0014812106103129588,4.114473917535996e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-07,1.0,258,187,74,-0.015098273670893078,-5.852044058485689e-05,115,71,37,36,36,21,-0.0014728455309812281,-4.091237586058967e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-10,1.0,243,166,56,-0.020570011048742478,-8.465025122939292e-05,130,77,37,36,36,20,0.0035708021856695883,9.9188949601933e-05,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-11,1.0,233,147,61,-0.006500976323021893,-2.790118593571628e-05,140,86,37,36,36,15,-0.009927932711372078,-0.0002757759086492244,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-12,1.0,273,210,81,-0.009167832238918918,-3.358180307296307e-05,100,63,37,36,36,15,-0.01617939367614294,-0.00044942760211508166,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
2014-11-13,1.0,235,148,65,-0.00808686589504466,-3.4412195298062385e-05,138,87,37,36,36,17,-0.010741451572526293,-0.000298373654792397,0,0,4815235850049766ca8156f26fc5816a1a1d9dd3333a1b88df939e7399874252,JNU_INTRADAY_MOMREV_G1_V1
